"adress","electricity_costs_usd","borough","area_name","postcode","latitude","longitude","building_name","date"
"187-01 Foch Blvd",37360,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.663673,-73.893754,"Saint Albans School",2010-08-01
"187-01 Foch Blvd",36400,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.663673,-73.893754,"Saint Albans School",2010-09-01
"187-01 Foch Blvd",53760,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.663673,-73.893754,"Saint Albans School",2010-10-01
"187-01 Foch Blvd",69040,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.663673,-73.893754,"Saint Albans School",2010-11-01
"187-01 Foch Blvd",65680,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.663673,-73.893754,"Saint Albans School",2010-12-01
"187-01 Foch Blvd",56880,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.663673,-73.893754,"Saint Albans School",2011-01-01
"187-01 Foch Blvd",43760,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.663673,-73.893754,"Saint Albans School",2011-02-01
"187-01 Foch Blvd",29760,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.663673,-73.893754,"Saint Albans School",2011-03-01
"187-01 Foch Blvd",35840,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.663673,-73.893754,"Saint Albans School",2011-04-01
"187-01 Foch Blvd",36080,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.663673,-73.893754,"Saint Albans School",2011-05-01
"187-01 Foch Blvd",28720,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.663673,-73.893754,"Saint Albans School",2011-06-01
"187-01 Foch Blvd",29840,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.663673,-73.893754,"Saint Albans School",2011-07-01
"187-01 Foch Blvd",32320,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.663673,-73.893754,"Saint Albans School",2011-08-01
"187-01 Foch Blvd",34400,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.663673,-73.893754,"Saint Albans School",2011-09-01
"187-01 Foch Blvd",43040,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.663673,-73.893754,"Saint Albans School",2011-10-01
"187-01 Foch Blvd",54480,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.663673,-73.893754,"Saint Albans School",2011-11-01
"187-01 Foch Blvd",52560,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.663673,-73.893754,"Saint Albans School",2011-12-01
"187-01 Foch Blvd",41280,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.663673,-73.893754,"Saint Albans School",2012-01-01
"187-01 Foch Blvd",33920,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.663673,-73.893754,"Saint Albans School",2012-02-01
"187-01 Foch Blvd",31920,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.663673,-73.893754,"Saint Albans School",2012-03-01
"187-01 Foch Blvd",31840,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.663673,-73.893754,"Saint Albans School",2012-04-01
"60-85 Catalpa Ave",84000,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2008-07-01
"60-85 Catalpa Ave",60400,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2008-08-01
"60-85 Catalpa Ave",74800,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2008-09-01
"60-85 Catalpa Ave",84400,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2008-10-01
"60-85 Catalpa Ave",87200,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2008-11-01
"60-85 Catalpa Ave",80800,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2008-12-01
"60-85 Catalpa Ave",82400,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2009-01-01
"60-85 Catalpa Ave",62400,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2009-02-01
"60-85 Catalpa Ave",67200,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2009-03-01
"60-85 Catalpa Ave",71600,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2009-04-01
"60-85 Catalpa Ave",82400,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2009-05-01
"60-85 Catalpa Ave",74400,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2009-06-01
"60-85 Catalpa Ave",72800,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2009-07-01
"60-85 Catalpa Ave",72400,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2009-08-01
"60-85 Catalpa Ave",70000,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2009-09-01
"60-85 Catalpa Ave",84800,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2009-10-01
"60-85 Catalpa Ave",82000,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2009-11-01
"60-85 Catalpa Ave",87600,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2009-12-01
"60-85 Catalpa Ave",73200,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2010-01-01
"60-85 Catalpa Ave",57200,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2010-02-01
"60-85 Catalpa Ave",64800,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2010-03-01
"60-85 Catalpa Ave",87600,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2010-04-01
"60-85 Catalpa Ave",84000,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2010-05-01
"60-85 Catalpa Ave",82800,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2010-06-01
"60-85 Catalpa Ave",75200,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2010-07-01
"60-85 Catalpa Ave",78000,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2010-08-01
"60-85 Catalpa Ave",105600,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2010-09-01
"60-85 Catalpa Ave",85600,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2010-10-01
"60-85 Catalpa Ave",72800,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2010-11-01
"60-85 Catalpa Ave",78800,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2010-12-01
"60-85 Catalpa Ave",82800,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2011-01-01
"60-85 Catalpa Ave",70800,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2011-02-01
"60-85 Catalpa Ave",68800,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2011-03-01
"60-85 Catalpa Ave",99600,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2011-04-01
"60-85 Catalpa Ave",86800,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2011-05-01
"60-85 Catalpa Ave",78000,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2011-06-01
"60-85 Catalpa Ave",82400,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2011-07-01
"60-85 Catalpa Ave",68000,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2011-08-01
"60-85 Catalpa Ave",81200,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2011-09-01
"60-85 Catalpa Ave",82000,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2011-10-01
"60-85 Catalpa Ave",82000,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2011-11-01
"60-85 Catalpa Ave",82400,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2011-12-01
"60-85 Catalpa Ave",68000,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2012-01-01
"60-85 Catalpa Ave",69200,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2012-02-01
"60-85 Catalpa Ave",69600,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2012-03-01
"60-85 Catalpa Ave",90000,"Queens","Ridgewood",11385,40.703779,-73.896374,"Seneca School",2012-04-01
"85-52 85th St",40800,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2008-07-01
"85-52 85th St",42800,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2008-08-01
"85-52 85th St",50400,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2008-09-01
"85-52 85th St",53600,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2008-10-01
"85-52 85th St",53600,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2008-11-01
"85-52 85th St",49600,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2008-12-01
"85-52 85th St",53600,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2009-01-01
"85-52 85th St",40400,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2009-02-01
"85-52 85th St",37600,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2009-03-01
"85-52 85th St",42000,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2009-04-01
"85-52 85th St",22800,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2009-05-01
"85-52 85th St",26800,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2009-06-01
"85-52 85th St",38000,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2009-07-01
"85-52 85th St",37600,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2009-08-01
"85-52 85th St",36400,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2009-09-01
"85-52 85th St",50000,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2009-10-01
"85-52 85th St",50800,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2009-11-01
"85-52 85th St",52400,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2009-12-01
"85-52 85th St",44800,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2010-01-01
"85-52 85th St",33600,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2010-02-01
"85-52 85th St",35600,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2010-03-01
"85-52 85th St",49600,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2010-04-01
"85-52 85th St",29200,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2010-05-01
"85-52 85th St",24000,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2010-06-01
"85-52 85th St",38400,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2010-07-01
"85-52 85th St",36800,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2010-08-01
"85-52 85th St",38400,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2010-09-01
"85-52 85th St",61600,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2010-10-01
"85-52 85th St",52800,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2010-11-01
"85-52 85th St",56800,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2010-12-01
"85-52 85th St",50400,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2011-01-01
"85-52 85th St",41600,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2011-02-01
"85-52 85th St",33600,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2011-03-01
"85-52 85th St",50000,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2011-04-01
"85-52 85th St",26800,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2011-05-01
"85-52 85th St",19600,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2011-06-01
"85-52 85th St",35600,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2011-07-01
"85-52 85th St",35200,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2011-08-01
"85-52 85th St",47200,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2011-09-01
"85-52 85th St",48800,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2011-10-01
"85-52 85th St",49600,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2011-11-01
"85-52 85th St",47200,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2011-12-01
"85-52 85th St",42800,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2012-01-01
"85-52 85th St",32400,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2012-02-01
"85-52 85th St",32000,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2012-03-01
"85-52 85th St",45200,"Staten Island","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",10301,40.608517,-74.102078,"Forest Park School",2012-04-01
"25-05 37th Ave",32820,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2008-07-01
"25-05 37th Ave",31140,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2008-08-01
"25-05 37th Ave",31200,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2008-09-01
"25-05 37th Ave",33060,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2008-10-01
"25-05 37th Ave",33180,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2008-11-01
"25-05 37th Ave",27900,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2008-12-01
"25-05 37th Ave",31860,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2009-01-01
"25-05 37th Ave",27240,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2009-02-01
"25-05 37th Ave",33480,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2009-03-01
"25-05 37th Ave",32040,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2009-04-01
"25-05 37th Ave",35280,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2009-05-01
"25-05 37th Ave",28080,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2009-06-01
"25-05 37th Ave",29520,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2009-07-01
"25-05 37th Ave",31860,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2009-08-01
"25-05 37th Ave",31020,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2009-09-01
"25-05 37th Ave",34500,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2009-10-01
"25-05 37th Ave",29520,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2009-11-01
"25-05 37th Ave",30420,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2009-12-01
"25-05 37th Ave",31860,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2010-01-01
"25-05 37th Ave",31500,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2010-02-01
"25-05 37th Ave",31140,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2010-03-01
"25-05 37th Ave",37560,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2010-04-01
"25-05 37th Ave",27240,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2010-05-01
"25-05 37th Ave",31800,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2010-06-01
"25-05 37th Ave",27360,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2010-07-01
"25-05 37th Ave",35760,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2010-08-01
"25-05 37th Ave",35640,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2010-09-01
"25-05 37th Ave",36180,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2010-10-01
"25-05 37th Ave",34800,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2010-11-01
"25-05 37th Ave",34080,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2010-12-01
"25-05 37th Ave",33240,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2011-01-01
"25-05 37th Ave",31620,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2011-02-01
"25-05 37th Ave",33000,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2011-03-01
"25-05 37th Ave",38640,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2011-04-01
"25-05 37th Ave",30660,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2011-05-01
"25-05 37th Ave",24540,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2011-06-01
"25-05 37th Ave",32520,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2011-07-01
"25-05 37th Ave",33780,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2011-08-01
"25-05 37th Ave",33060,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2011-09-01
"25-05 37th Ave",35100,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2011-10-01
"25-05 37th Ave",34020,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2011-11-01
"25-05 37th Ave",33900,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2011-12-01
"25-05 37th Ave",34440,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2012-01-01
"25-05 37th Ave",28080,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2012-02-01
"25-05 37th Ave",31560,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2012-03-01
"25-05 37th Ave",36240,"Queens","Bellerose",11426,40.745948,-73.727456,"Dutch Kills",2012-04-01
"89-30 114th St",116600,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2008-07-01
"89-30 114th St",110400,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2008-08-01
"89-30 114th St",132400,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2008-09-01
"89-30 114th St",141200,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2008-10-01
"89-30 114th St",142400,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2008-11-01
"89-30 114th St",136200,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2008-12-01
"89-30 114th St",135800,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2009-01-01
"89-30 114th St",104600,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2009-02-01
"89-30 114th St",117400,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2009-03-01
"89-30 114th St",108800,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2009-04-01
"89-30 114th St",93000,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2009-05-01
"89-30 114th St",84000,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2009-06-01
"89-30 114th St",96200,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2009-07-01
"89-30 114th St",115400,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2009-08-01
"89-30 114th St",119200,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2009-09-01
"89-30 114th St",158400,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2009-10-01
"89-30 114th St",155400,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2009-11-01
"89-30 114th St",151000,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2009-12-01
"89-30 114th St",140200,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2010-01-01
"89-30 114th St",108600,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2010-02-01
"89-30 114th St",118400,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2010-03-01
"89-30 114th St",126800,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2010-04-01
"89-30 114th St",114200,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2010-05-01
"89-30 114th St",117800,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2010-06-01
"89-30 114th St",105400,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2010-07-01
"89-30 114th St",113800,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2010-08-01
"89-30 114th St",121000,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2010-09-01
"89-30 114th St",155600,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2010-10-01
"89-30 114th St",132600,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2010-11-01
"89-30 114th St",142200,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2010-12-01
"89-30 114th St",133800,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2011-01-01
"89-30 114th St",121400,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2011-02-01
"89-30 114th St",125600,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2011-03-01
"89-30 114th St",108800,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2011-04-01
"89-30 114th St",106000,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2011-05-01
"89-30 114th St",91400,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2011-06-01
"89-30 114th St",103000,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2011-07-01
"89-30 114th St",122200,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2011-08-01
"89-30 114th St",145400,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2011-09-01
"89-30 114th St",133000,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2011-10-01
"89-30 114th St",136800,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2011-11-01
"89-30 114th St",147600,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2011-12-01
"89-30 114th St",135000,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2012-01-01
"89-30 114th St",127000,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2012-02-01
"89-30 114th St",140000,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2012-03-01
"89-30 114th St",141600,"Brooklyn","Stuyvesant Heights",11221,40.688419,-73.924833,"Richmond Hill High School",2012-04-01
"160 Beach 29th St",308240,"Queens","park-cemetery-etc-Queens",11385,40.702513,-73.852566,"P.S.43Q",2008-07-01
"160 Beach 29th St",63920,"Queens","park-cemetery-etc-Queens",11385,40.702513,-73.852566,"P.S.43Q",2008-08-01
"160 Beach 29th St",133600,"Queens","park-cemetery-etc-Queens",11385,40.702513,-73.852566,"P.S.43Q",2008-09-01
"160 Beach 29th St",156000,"Queens","park-cemetery-etc-Queens",11385,40.702513,-73.852566,"P.S.43Q",2008-10-01
"160 Beach 29th St",169280,"Queens","park-cemetery-etc-Queens",11385,40.702513,-73.852566,"P.S.43Q",2008-11-01
"160 Beach 29th St",169680,"Queens","park-cemetery-etc-Queens",11385,40.702513,-73.852566,"P.S.43Q",2008-12-01
"160 Beach 29th St",133240,"Queens","park-cemetery-etc-Queens",11385,40.702513,-73.852566,"P.S.43Q",2009-01-01
"160 Beach 29th St",124000,"Queens","park-cemetery-etc-Queens",11385,40.702513,-73.852566,"P.S.43Q",2009-02-01
"160 Beach 29th St",92160,"Queens","park-cemetery-etc-Queens",11385,40.702513,-73.852566,"P.S.43Q",2009-03-01
"160 Beach 29th St",108680,"Queens","park-cemetery-etc-Queens",11385,40.702513,-73.852566,"P.S.43Q",2009-04-01
"160 Beach 29th St",222520,"Queens","park-cemetery-etc-Queens",11385,40.702513,-73.852566,"P.S.43Q",2009-05-01
"160 Beach 29th St",231560,"Queens","park-cemetery-etc-Queens",11385,40.702513,-73.852566,"P.S.43Q",2009-06-01
